step,epsilon,loss,step_reward,avg_reward_ema,q_up,q_down,q_left,q_right,q_idle,q_pick,q_drop
100000,0.056400793612266,0.002862293738871813,-5.25,-5.38598154398227,-1.3653990030288696,-1.1073119640350342,-1.3519865274429321,-1.075148582458496,-1.1330937147140503,-0.6526569128036499,-0.7105565071105957
101000,0.05608862322414364,0.0015086719067767262,-5.25,-5.278034215516556,-1.0497758388519287,-1.0488762855529785,-1.0506805181503296,-1.0456187725067139,-1.0485632419586182,-0.7017251253128052,-1.3367855548858643
102000,0.055791677565503836,0.002330011921003461,-5.25,-5.285888466267689,-1.0749952793121338,-1.0639489889144897,-1.0522657632827759,-1.0495045185089111,-1.0492254495620728,-0.6833535432815552,-1.5293774604797363
103000,0.05550921411752791,0.0017427275888621807,-5.25,-5.255216578306123,-1.061068058013916,-1.0594173669815063,-1.0591838359832764,-1.0593453645706177,-1.051470160484314,-0.6871329545974731,-1.4148582220077515
104000,0.05524052657446728,0.0007134172483347356,-5.25,-5.27405080170715,-1.0724586248397827,-1.115477204322815,-1.0481603145599365,-1.0613247156143188,-1.0489288568496704,-0.7357310056686401,-1.157766580581665
105000,0.05498494307751121,0.0012651394354179502,-5.25,-5.26738319998719,-1.061039686203003,-1.0628657341003418,-1.0709043741226196,-1.0723516941070557,-1.0451228618621826,-0.7181738018989563,-1.300028681755066
106000,0.054741824534789804,0.0016849557869136333,-5.75,-5.336067412182719,-1.230844497680664,-1.1584917306900024,-1.403691291809082,-1.1121299266815186,-1.1444581747055054,-0.6462017893791199,-1.0126943588256836
107000,0.054510563023311476,0.002674906747415662,-6.25,-5.650389957236045,-1.1946128606796265,-1.2753697633743286,-1.1414155960083008,-1.2017902135849,-1.1694101095199585,-0.7099897265434265,-1.081616997718811
108000,0.054290580268838776,0.000935920572374016,-6.25,-5.330334858737903,-1.2380927801132202,-1.188920021057129,-1.198087453842163,-1.3018434047698975,-1.3253045082092285,-0.6548515558242798,-0.9721153974533081
109000,0.05408132619990162,0.001990717137232423,-6.25,-5.811255272538096,-1.2274798154830933,-1.193834662437439,-1.1888772249221802,-1.299349308013916,-1.1391687393188477,-0.5084860920906067,-0.6728211641311646
110000,0.05388227757233211,0.0035976849030703306,-5.25,-5.438787638847468,-1.0598574876785278,-1.0600903034210205,-1.0770047903060913,-1.059607744216919,-1.0555799007415771,-0.7571899890899658,-1.2036564350128174
111000,0.0536929366608815,0.003515122691169381,-6.75,-5.653605411780315,-1.0700244903564453,-1.1104300022125244,-1.350130558013916,-1.225986123085022,-1.117524266242981,-0.4376542568206787,-0.9125343561172485
112000,0.0535128300146479,0.001247491454705596,-5.25,-5.300076610841326,-1.0676825046539307,-1.0598628520965576,-1.1032055616378784,-1.08711838722229,-1.051645040512085,-0.6739579439163208,-1.2622069120407104
113000,0.05334150727320236,0.0031515166629105806,-5.25,-5.290348757581505,-1.054376482963562,-1.0815889835357666,-1.1136326789855957,-1.0871633291244507,-1.043886423110962,-0.7035438418388367,-1.2725534439086914
114000,0.05317854004045323,0.003526246640831232,-5.25,-5.250768615956643,-1.057244062423706,-1.0805108547210693,-1.0580089092254639,-1.0608773231506348,-1.0490556955337524,-0.6507495641708374,-1.7169854640960693
115000,0.0530235208134328,0.0014268318191170692,-5.25,-5.303389197532242,-1.05994713306427,-1.0530226230621338,-1.0629034042358398,-1.0561058521270752,-1.0480868816375732,-0.717840850353241,-1.4125590324401855
116000,0.052876061963327614,0.0013924379600211978,-5.25,-5.250390446872497,-1.0755376815795898,-1.0667917728424072,-1.0554029941558838,-1.058650255203247,-1.0492055416107178,-0.6856163144111633,-1.4131282567977905
117000,0.05273579476620452,0.000987242441624403,-5.25,-5.269491285300826,-1.0616356134414673,-1.080651044845581,-1.0678757429122925,-1.082550287246704,-1.054033875465393,-0.6829942464828491,-1.4592711925506592
118000,0.05260236848100879,0.0016542964149266481,-5.25,-5.287388674143688,-1.062824010848999,-1.0702637434005737,-1.0563889741897583,-1.0685627460479736,-1.0512101650238037,-0.7133914232254028,-1.3487097024917603
119000,0.05247544947252879,0.0014265336794778705,-5.25,-5.273721882413088,-1.0805160999298096,-1.088674783706665,-1.2144677639007568,-1.1432090997695923,-1.0441534519195557,-0.6433790326118469,-1.1163603067398071
120000,0.05235472037713416,0.0009795613586902618,-5.25,-5.296040723741742,-1.1391156911849976,-1.1490434408187866,-1.120004653930664,-1.1145789623260498,-1.0514357089996338,-0.6120875477790833,-1.1683931350708008
121000,0.05223987930920143,0.0009152061538770795,-5.25,-5.264901559381906,-1.160614013671875,-1.127861738204956,-1.0772771835327148,-1.063503623008728,-1.0612999200820923,-0.7160610556602478,-1.1301599740982056
122000,0.05213063910624273,0.0005520452978089452,-5.25,-5.2710971459840525,-1.1314195394515991,-1.0616202354431152,-1.0626904964447021,-1.0783705711364746,-1.052027702331543,-0.7164000868797302,-1.179810643196106
123000,0.05202672661084999,0.003030810272321105,-5.25,-5.334514352588562,-1.1053839921951294,-1.0846340656280518,-1.1224583387374878,-1.1377615928649902,-1.052912950515747,-0.6254680156707764,-1.4453608989715576
124000,0.051927881987659116,0.0029150890186429024,-5.25,-5.252104391121629,-1.0534112453460693,-1.0771210193634033,-1.1974653005599976,-1.1562188863754272,-1.0575401782989502,-0.6661711931228638,-1.204522967338562
125000,0.051833858073626275,0.001374648418277502,-5.25,-5.28567631295455,-1.2371852397918701,-1.1575263738632202,-1.0915614366531372,-1.0587117671966553,-1.0659219026565552,-0.6964982748031616,-1.142369031906128
126000,0.05174441975999151,0.0013049396220594645,-5.75,-5.279609354129338,-1.1085269451141357,-1.1339350938796997,-1.0654200315475464,-1.1424992084503174,-1.1114439964294434,-0.6822401285171509,-1.3249611854553223
127000,0.0516593434043844,2.6822759537026286e-05,-6.25,-5.308699398409791,-1.3065602779388428,-1.15836763381958,-1.085965633392334,-1.0609811544418335,-1.0834858417510986,-0.6275737881660461,-1.1243921518325806
128000,0.051578416271601625,0.002073627896606922,-5.25,-5.4725729519512205,-1.0698281526565552,-1.0671818256378174,-1.1982656717300415,-1.2256063222885132,-1.055936336517334,-0.5931097269058228,-1.0965218544006348
129000,0.05150143600165818,0.0015485425246879458,-5.25,-5.358508948040118,-1.0528500080108643,-1.0542553663253784,-1.0586090087890625,-1.0496639013290405,-1.0528885126113892,-0.6787627339363098,-1.3307195901870728
130000,0.051428210103781964,0.001488458481617272,-5.75,-5.3010668471059,-1.1635812520980835,-1.1513047218322754,-1.1970365047454834,-1.2160673141479492,-1.1875405311584473,-0.6180620789527893,-0.9282501935958862
131000,0.05135855547508662,0.0006321431137621403,-5.25,-5.250339718565813,-1.0533593893051147,-1.0495624542236328,-1.053556203842163,-1.055362582206726,-1.051917314529419,-0.6151869893074036,-1.53916335105896
132000,0.05129229794271894,0.0005608144565485418,-5.25,-5.268261087263051,-1.078139305114746,-1.0539929866790771,-1.0751376152038574,-1.048640251159668,-1.0515480041503906,-0.5958001613616943,-1.5614550113677979
133000,0.051229271828336,0.00044956820784136653,-5.25,-5.307973297636647,-1.0595073699951172,-1.084276795387268,-1.149431824684143,-1.1882072687149048,-1.0546290874481201,-0.6435908079147339,-1.031372308731079
134000,0.05116931953382299,0.0021485709585249424,-5.25,-5.487634518196864,-1.1538254022598267,-1.0870662927627563,-1.0778143405914307,-1.0605367422103882,-1.0655933618545532,-0.6601065993309021,-1.1321760416030884
135000,0.05111229114721588,0.0035232845693826675,-5.25,-5.305666492966947,-1.0835224390029907,-1.1129405498504639,-1.0733176469802856,-1.1255022287368774,-1.0546834468841553,-0.6451400518417358,-1.1511503458023071
136000,0.05105804406784341,0.003417707746848464,-5.25,-5.297360260093355,-1.088269591331482,-1.0485321283340454,-1.140957236289978,-1.121680498123169,-1.045466661453247,-0.6231091618537903,-1.299375057220459
137000,0.05100644264975108,0.002934388816356659,-5.25,-5.27099461797842,-1.2297601699829102,-1.2353886365890503,-1.2667869329452515,-1.066588282585144,-1.0542876720428467,-0.4562273621559143,-0.7050514817237854
138000,0.05095735786251569,0.0028536119498312473,-5.25,-5.271664311796562,-1.0517041683197021,-1.042783260345459,-1.0559289455413818,-1.051245093345642,-1.0455307960510254,-0.5498649477958679,-1.8251593112945557
139000,0.05091066696860203,0.0013404294149950147,-5.25,-5.250000698099829,-1.0512973070144653,-1.0496900081634521,-1.050696611404419,-1.0531259775161743,-1.05019211769104,-0.6426076292991638,-1.3270227909088135
140000,0.050866253216455125,0.0010508490959182382,-5.25,-5.33296303499795,-1.0805867910385132,-1.1496680974960327,-1.1358964443206787,-1.062488079071045,-1.0529773235321045,-0.6762118339538574,-1.071500539779663
141000,0.0508240055485605,0.0012277322821319103,-5.25,-5.265617922839994,-1.0520766973495483,-1.0547679662704468,-1.077848196029663,-1.053419828414917,-1.0486633777618408,-0.624525249004364,-1.5923641920089722
142000,0.0507838183237426,0.0012720362283289433,-5.25,-5.257704188159505,-1.0544891357421875,-1.0534732341766357,-1.050402045249939,-1.0538928508758545,-1.0506118535995483,-0.6305930018424988,-1.57620370388031
143000,0.050745591053006786,0.0003569354012142867,-5.25,-5.250899548134767,-1.0535939931869507,-1.0526907444000244,-1.0534179210662842,-1.05157470703125,-1.051029920578003,-0.6257034540176392,-1.6440975666046143
144000,0.05070922814826453,0.00337145384401083,-5.25,-5.334055964968357,-1.2018258571624756,-1.3865864276885986,-1.2444854974746704,-1.3849694728851318,-1.205979585647583,-0.0792551189661026,-0.0276926402002573
145000,0.05067463868331337,0.005621153861284256,-5.25,-5.275508018391079,-1.1797178983688354,-1.1509939432144165,-1.061672329902649,-1.0708571672439575,-1.0612945556640625,-0.6332468390464783,-1.0443675518035889
146000,0.0506417361664741,0.002225371077656746,-5.25,-5.273885696884501,-1.0628926753997803,-1.0707273483276367,-1.0694366693496704,-1.0658032894134521,-1.066678762435913,-0.7217567563056946,-1.1800891160964966
147000,0.05061043832431645,0.0007521937368437648,-5.25,-5.272677718399724,-1.0541101694107056,-1.0530776977539062,-1.0505882501602173,-1.05581533908844,-1.044970989227295,-0.6458457708358765,-1.38834547996521
148000,0.05058066689593272,0.0005750324344262481,-5.25,-5.252668926805992,-1.0620336532592773,-1.0909862518310547,-1.0554494857788086,-1.059048056602478,-1.0506227016448975,-0.6658306121826172,-1.1687991619110107
149000,0.050552347437244696,0.0013413180131465197,-5.25,-5.304083773154288,-1.0755770206451416,-1.0564664602279663,-1.056825876235962,-1.0531749725341797,-1.0487284660339355,-0.6697567701339722,-1.2232223749160767
150000,0.05052540913485472,0.001264910795725882,-5.25,-5.484782771018245,-1.285233736038208,-1.1741492748260498,-1.053701400756836,-1.1791080236434937,-1.0939176082611084,-0.24657003581523895,-0.8002357482910156
151000,0.050499784628975274,0.0028006380889564753,-5.25,-5.414593085721075,-1.0600535869598389,-1.2743360996246338,-1.0759087800979614,-1.31300950050354,-1.0902246236801147,-0.05270089954137802,-0.7632188200950623
152000,0.05047540984499445,0.0024136975407600403,-5.25,-5.311086392513984,-1.0575515031814575,-1.0570776462554932,-1.0565311908721924,-1.0619828701019287,-1.0498303174972534,-0.6112102270126343,-1.5951257944107056
153000,0.050452223833256045,0.0009609133703634143,-5.25,-5.291965137855957,-1.0868301391601562,-1.0596857070922852,-1.1939865350723267,-1.150191307067871,-1.0566740036010742,-0.5777823328971863,-1.260313630104065
154000,0.050430168616653656,0.0010219105752184987,-5.25,-5.2933069001414745,-1.2739009857177734,-1.1386055946350098,-1.3122676610946655,-1.222491979598999,-1.052847981452942,-0.3906609117984772,-0.8120778799057007
155000,0.05040918904565772,0.0022109909914433956,-5.25,-5.30796939952592,-1.1281523704528809,-1.0947476625442505,-1.1351734399795532,-1.0614210367202759,-1.0485973358154297,-0.6485344171524048,-1.1195799112319946
156000,0.050389232660412994,0.002874170197173953,-5.25,-5.296524230232029,-1.050323486328125,-1.120169997215271,-1.06364107131958,-1.0730375051498413,-1.0586469173431396,-0.6982828378677368,-1.1893658638000488
157000,0.050370249559561535,0.0019898833706974983,-6.25,-5.3275780886016495,-1.2432645559310913,-1.1252801418304443,-1.2419006824493408,-1.2569544315338135,-1.1070692539215088,-0.26788610219955444,-0.6505345106124878
158000,0.05035219227546336,0.003527493216097355,-5.25,-5.279790097987974,-1.0526974201202393,-1.055113434791565,-1.1390879154205322,-1.1303907632827759,-1.0544469356536865,-0.602512001991272,-1.2444672584533691
159000,0.05033501565550261,0.00231737969443202,-5.25,-5.34086578745634,-1.1452937126159668,-1.1623742580413818,-1.0583049058914185,-1.0566974878311157,-1.0483818054199219,-0.6110337972640991,-1.113855004310608
160000,0.05031867674918248,0.0019786490593105555,-5.25,-5.492771510056456,-1.0503075122833252,-1.1426355838775635,-1.0607190132141113,-1.0857670307159424,-1.0512844324111938,-0.6711162328720093,-1.1667490005493164
161000,0.05030313470072661,0.003001635195687413,-5.25,-5.281733507624236,-1.1188561916351318,-1.1709699630737305,-1.1133544445037842,-1.0689260959625244,-1.0550405979156494,-0.582878589630127,-1.2073681354522705
162000,0.05028835064691837,0.0023100327234715223,-5.25,-5.2781070158178,-1.107945203781128,-1.0599353313446045,-1.0655792951583862,-1.0494940280914307,-1.0502452850341797,-0.44259247183799744,-1.4686998128890991
163000,0.050274287619922566,0.0018256305484101176,-5.25,-5.254557884082706,-1.0541174411773682,-1.1266491413116455,-1.0697319507598877,-1.0523128509521484,-1.048863172531128,-0.5798749923706055,-1.2703721523284912
164000,0.05026091045484661,0.0012844945304095745,-5.25,-5.255814312930989,-1.060132622718811,-1.0582242012023926,-1.0755107402801514,-1.082639455795288,-1.0511887073516846,-0.5666316151618958,-1.3290798664093018
165000,0.050248185701809965,0.0023827929981052876,-6.25,-5.55904054827129,-1.2333524227142334,-1.1551904678344727,-1.2899664640426636,-1.2754243612289429,-1.1923457384109497,-0.24390463531017303,-0.8281497955322266
166000,0.050236081542302,0.0031299146357923746,-5.25,-5.454614520808688,-1.490928053855896,-1.0678150653839111,-1.0990413427352905,-1.49334716796875,-1.15609610080719,0.038137972354888916,-0.39361023902893066
167000,0.05022456770961917,0.007366236299276352,-5.25,-5.332083080386028,-1.4683462381362915,-1.0684983730316162,-1.148522138595581,-1.5255361795425415,-1.2115178108215332,-0.0683465227484703,0.016377270221710205
168000,0.050213615413182484,0.013684757053852081,-5.25,-5.543606834450168,-1.5633676052093506,-1.0759940147399902,-1.0951504707336426,-1.530810832977295,-1.0964336395263672,-0.007387042045593262,0.30090194940567017
169000,0.05020319726654606,0.011576634831726551,-5.25,-5.343345609594689,-1.3373178243637085,-1.0764745473861694,-1.1742433309555054,-1.3642215728759766,-1.2160778045654297,-0.09957233816385269,-0.7082056403160095
170000,0.05019328721891673,0.00990850105881691,-5.25,-5.344801438678134,-1.3370568752288818,-1.1501528024673462,-1.3107287883758545,-1.1687843799591064,-1.0785318613052368,-0.3697463572025299,-0.8670293688774109
171000,0.0501838604900135,0.008034244179725647,-5.25,-5.360474294427466,-1.3644791841506958,-1.243656873703003,-1.4932693243026733,-1.3869707584381104,-1.2027606964111328,-0.24797530472278595,-0.33348506689071655
172000,0.05017489350810396,0.004007425624877214,-5.25,-5.331525238263752,-1.0738508701324463,-1.1376492977142334,-1.251654863357544,-1.0455652475357056,-1.0581228733062744,-0.7939742207527161,-1.0938138961791992
173000,0.05016636385106264,0.002586963353678584,-5.25,-5.3416368968053485,-1.0572173595428467,-1.0749273300170898,-1.129547357559204,-1.1087887287139893,-1.0862371921539307,-0.6002142429351807,-1.0741477012634277
174000,0.05015825019030404,0.0014177117263898253,-5.25,-5.338376294020889,-1.07570481300354,-1.1198992729187012,-1.2376949787139893,-1.217208743095398,-1.1119729280471802,-0.35701555013656616,-0.47639352083206177
175000,0.05015053223745004,0.0019816295243799686,-5.25,-5.253884166132348,-1.0677263736724854,-1.0594536066055298,-1.0929746627807617,-1.0620155334472656,-1.059788465499878,-0.5613884925842285,-1.3307158946990967
176000,0.050143190693598405,0.00047694609384052455,-5.25,-5.25757944159118,-1.050180435180664,-1.0512163639068604,-1.0735846757888794,-1.0572125911712646,-1.0569422245025635,-0.4486119747161865,-1.6673595905303955
177000,0.05013620720106547,0.0014364281669259071,-5.25,-5.373072679452714,-1.2920093536376953,-1.1475467681884766,-1.223414659500122,-1.2126981019973755,-1.0519797801971436,-0.341616690158844,-0.5918036699295044
178000,0.05012956429748236,0.0025748282205313444,-5.25,-5.260752458327977,-1.0503288507461548,-1.0530515909194946,-1.0705621242523193,-1.064744234085083,-1.045939564704895,-0.4853184223175049,-1.48324716091156
179000,0.05012324537212998,0.0029541468247771263,-5.25,-5.350590922060382,-1.0662442445755005,-1.2251756191253662,-1.2551780939102173,-1.143203616142273,-1.0573410987854004,-0.6154135465621948,-0.9596363306045532
180000,0.05011723462440358,0.002049569273367524,-5.25,-5.3460959625632185,-1.054093599319458,-1.0543652772903442,-1.1933300495147705,-1.1105741262435913,-1.05239999294281,-0.5242780447006226,-1.2726691961288452
181000,0.05011151702430298,0.0028163499664515257,-5.25,-5.289367761576913,-1.0851901769638062,-1.068349838256836,-1.1502479314804077,-1.2369296550750732,-1.0516952276229858,-0.5259333848953247,-1.1494057178497314
182000,0.05010607827484975,0.0017882223473861814,-5.25,-5.272182603952339,-1.1056187152862549,-1.0768718719482422,-1.126137375831604,-1.1495389938354492,-1.0554474592208862,-0.5454623103141785,-1.1690787076950073
183000,0.05010090477633736,0.0018357159569859505,-5.25,-5.25457562551595,-1.0774023532867432,-1.075141429901123,-1.1883454322814941,-1.1761327981948853,-1.0510303974151611,-0.4420117437839508,-1.3675763607025146
184000,0.05009598359232476,0.0010105394758284092,-5.25,-5.276950503530366,-1.1377922296524048,-1.0692803859710693,-1.1621596813201904,-1.1264773607254028,-1.0497994422912598,-0.5280138850212097,-1.2505171298980713
185000,0.05009130241728859,0.0012817285023629665,-5.25,-5.328089805096064,-1.0479485988616943,-1.0486232042312622,-1.0541106462478638,-1.0589611530303955,-1.0490728616714478,-0.40167975425720215,-1.7094306945800781
186000,0.050086849545852956,0.0012106650974601507,-5.25,-5.275940927398868,-1.052711844444275,-1.0451531410217285,-1.0757489204406738,-1.0638800859451294,-1.0456022024154663,-0.6125661730766296,-1.2677918672561646
187000,0.050082613843519856,0.0024707333650439978,-5.25,-5.34080004270976,-1.0536320209503174,-1.052528977394104,-1.048197627067566,-1.054132103919983,-1.0513181686401367,-0.4709610044956207,-1.5258917808532715
188000,0.05007858471882718,0.003504650667309761,-5.25,-5.493928570641816,-1.3350486755371094,-1.1409704685211182,-1.5291510820388794,-1.3182264566421509,-1.1609447002410889,-0.29457730054855347,-0.40109723806381226
189000,0.05007475209686453,0.004235327243804932,-5.75,-5.554179244804299,-1.5437370538711548,-1.2894270420074463,-1.3556153774261475,-1.2650456428527832,-1.419487476348877,-0.47868332266807556,-0.34820756316185
190000,0.05007110639408067,0.0035923547111451626,-5.25,-5.270219400303611,-1.0542247295379639,-1.0616366863250732,-1.0709902048110962,-1.0551469326019287,-1.0547120571136475,-0.5450065732002258,-1.443458914756775
191000,0.05006763849431967,0.0013743590097874403,-5.25,-5.267540263162269,-1.0650668144226074,-1.1246955394744873,-1.085387945175171,-1.0562412738800049,-1.0515960454940796,-0.550615131855011,-1.4072535037994385
192000,0.0500643397260258,0.006200100295245647,-5.25,-5.422719140118127,-1.0643230676651,-1.221717119216919,-1.1232413053512573,-1.2479727268218994,-1.158514142036438,-0.20088009536266327,-0.5602269768714905
193000,0.05006120184056006,0.014741053804755211,-5.25,-5.416264270295958,-1.0740376710891724,-1.427991271018982,-1.138340711593628,-1.442905068397522,-1.222731590270996,0.26807811856269836,0.044599007815122604
194000,0.050058216991574325,0.00822828896343708,-5.25,-5.301033479433076,-1.122942566871643,-1.2515703439712524,-1.129511833190918,-1.2142927646636963,-1.0558568239212036,-0.20171043276786804,-0.6770881414413452
195000,0.05005537771539141,0.00328684039413929,-5.25,-5.550160239866211,-1.111943244934082,-1.180189847946167,-1.0802748203277588,-1.071287989616394,-1.0496217012405396,-0.52455073595047,-1.3405553102493286
196000,0.050052676912341935,0.004898653365671635,-5.25,-5.327242451739584,-1.0719681978225708,-1.0805689096450806,-1.2093570232391357,-1.1215885877609253,-1.0460917949676514,-0.588067889213562,-1.097732663154602
197000,0.050050107829011495,0.003474924247711897,-5.25,-5.293110375885216,-1.1728332042694092,-1.075791358947754,-1.1142116785049438,-1.0595452785491943,-1.0608394145965576,-0.6856632232666016,-0.9038995504379272
198000,0.050047664041353586,0.0011130848433822393,-5.25,-5.252394744151926,-1.0921528339385986,-1.0570532083511353,-1.0880252122879028,-1.1430044174194336,-1.0505473613739014,-0.5259054899215698,-1.3082809448242188
199000,0.05004533943862615,0.0014149027410894632,-5.25,-5.2612187017027505,-1.0569074153900146,-1.054741621017456,-1.0659987926483154,-1.0624616146087646,-1.0534436702728271,-0.6370309591293335,-1.3258086442947388
